,fuv_mag,nuv_mag,Vmag,Bmag,err,variable
109,21.137,15.502,12.036,12.488,0.0514198405287297,0
110,22.815,21.091,12.753,14.159,0.1337647188162858,0
111,21.28,14.864,10.516,11.054,0.100647901120689,0
112,23.606,17.169,10.641,11.449,0.042485291572496,0
113,22.925,17.842,13.911,14.486,0.0626258732474047,0
114,21.814,15.861,10.943,11.578,0.0317804971641414,0
115,20.775,14.901,11.147,11.555,0.0438634243989226,0
116,19.736,18.005,14.224,15.044,0.0600083327547099,0
117,23.04,16.391,11.07,11.842,0.1557080601638849,0
118,23.542,16.892,12.128,12.712,0.0658559033041078,0
119,17.871,18.167,14.844,14.909,0.5063200568810207,1
120,19.839,19.192,16.245,17.353,0.0551543289325507,0
121,18.457,17.735,15.553,16.156,0.0696419413859206,0
122,22.701,16.153,11.468,12.034,0.0501597448159378,0
123,23.238,19.748,13.637,14.355,0.0582494635168428,0
124,15.948,15.524,13.79,13.774,0.0496487663492256,0
125,23.706,17.066,12.582,13.131,0.0519711458407451,0
126,22.933,16.679,12.471,12.956,0.1379927534329249,0
127,23.241,16.854,12.443,12.981,0.0495782210249621,0
128,22.756,16.394,11.617,12.301,0.0795550124127952,0
129,20.186,14.639,10.625,11.116,0.0317647603485371,0
130,23.278,17.102,11.573,12.285,0.0256320112359525,0
131,20.39,15.453,11.645,12.041,0.1188486432400471,0
132,20.989,16.991,13.445,13.89,0.1216552506059644,1
133,22.727,15.768,10.229,10.924,0.1003045362882457,0
134,23.043,15.9,11.028,11.542,0.0756637297521077,0
135,22.288,17.465,13.958,14.3,0.13,0
136,20.639,16.922,13.891,14.14,0.0143178210632763,0
137,22.409,16.921,12.988,13.532,0.007,0
138,22.579,15.787,11.266,11.837,0.0268700576850888,0
139,23.718,19.041,14.343,14.977,0.0584123274660409,0
140,22.809,16.612,11.978,12.536,0.0348281495345359,0
141,24.073,17.698,14.11,14.669,0.031,0
142,22.902,17.64,13.733,14.295,0.1907904609774817,0
143,22.707,15.383,9.693,10.142,0.024,0
144,22.529,17.506,13.875,14.351,0.0496487663492256,0
145,23.964,18.076,15.127,15.613,0.0162788205960997,0
146,22.553,15.199,10.07,10.712,0.0482597140480546,0
147,21.26,16.312,13.161,13.615,0.08386298349093,0
148,22.471,17.517,13.602,14.12,0.1371021516971926,0
149,19.161,15.532,12.669,12.978,0.0721803297304743,1
150,20.641,14.326,10.259,10.857,0.0872353139502575,0
151,22.915,15.914,8.482,9.559,0.0,0
152,24.053,17.908,13.858,14.506,0.0943716058992322,0
153,22.743,17.379,13.571,14.082,0.0635688603012512,0
154,23.735,16.104,9.683,10.475,0.011,0
155,20.587,17.659,14.586,14.871,0.1480607983228511,0
156,24.148,18.281,13.427,14.089,0.0210237960416286,0
157,22.514,17.843,14.486,14.938,0.0881929702413973,0
158,21.884,19.909,14.852,16.016,0.1515849596760839,0
159,18.652,17.921,15.531,16.396,0.0470744091837592,0
160,23.733,17.803,13.275,13.804,0.1042928568982554,0
161,21.281,15.839,11.503,11.982,0.045276925690687,0
162,20.46,14.212,10.051,10.522,0.0820792300158816,0
163,19.812,19.299,16.209,17.01,0.2782175407841856,0
164,23.905,20.397,12.513,13.527,0.0449444101084884,0
165,22.394,16.821,13.058,13.526,0.0813203541556479,0
166,22.902,20.063,15.884,16.509,0.1204200979903271,0
167,23.112,17.109,12.771,13.325,0.0506951674225463,0
168,22.973,17.642,13.086,13.731,0.0578013840664737,0
169,22.887,16.242,8.621,9.616,0.1146908889145079,0
170,21.732,14.981,10.295,10.872,0.1094805918873295,0
171,20.008,19.038,15.748,16.827,0.1609005904277545,0
172,24.032,17.376,9.696,10.754,0.07,0
173,21.587,18.424,15.593,15.931,0.0921954445729288,0
174,21.242,17.549,14.514,14.864,0.2845083478564381,1
175,19.869,14.081,9.601,10.124,0.029,0
176,23.716,17.03,11.798,12.411,0.0396610640301038,0
177,21.71,15.54,11.542,12.021,0.033970575502926,0
178,22.072,15.923,11.824,12.326,0.0357351367704112,0
179,23.109,18.809,15.198,15.746,0.1145425685062108,0
180,22.005,15.976,11.994,12.454,0.0590338885725817,0
181,23.231,17.897,14.832,15.328,0.0882326470191164,0
182,22.761,16.167,11.358,11.932,0.0178885438199983,0
183,21.926,15.63,10.528,11.102,0.0605392434706612,0
184,21.621,18.02,14.949,15.278,0.0439089968002003,0
185,22.986,16.779,10.1,11.053,0.0368917334913934,0
186,20.574,15.519,11.794,12.27,0.0687095335452075,0
187,22.682,16.586,12.764,13.287,0.0319061122670876,0
188,20.909,16.24,12.273,12.668,0.0487647413609464,0
189,15.85,15.494,15.295,15.388,0.1162110149684615,0
190,22.699,17.278,13.749,14.162,0.0575847201955518,0
191,23.193,21.601,15.993,16.739,0.116777566338745,0
192,23.484,16.758,12.362,12.92,0.0523450093132096,0
193,21.022,15.459,11.8,12.304,0.0765506368360185,0
194,20.122,14.227,8.704,9.282,0.0206155281280883,0
195,22.537,16.616,11.929,12.519,0.0600832755431992,0
196,23.011,17.359,12.69,13.233,0.0953414914924242,0
197,23.166,20.199,13.712,14.668,0.0553172667437573,0
198,18.949,13.911,9.121,9.457,0.0,0
199,22.923,17.109,12.242,12.855,0.0522015325445527,0
200,18.98,18.217,16.234,16.266,0.090686272390037,0
201,19.444,17.898,14.014,14.448,0.0827345151674922,0
202,22.936,17.441,13.969,14.516,0.0504479930225177,0
203,20.988,17.873,15.077,15.335,0.0778010282708397,0
204,22.778,19.176,16.493,16.811,0.237539470404394,0
205,21.775,15.816,11.557,12.11,0.0662872536767062,0
206,21.902,15.764,11.846,12.302,0.0880056816347671,0
207,21.465,20.399,15.794,16.517,0.0826377637645162,0
208,19.479,17.851,15.359,15.463,0.0919347594764896,0
209,20.177,19.619,16.555,17.559,0.2452835094334716,0
210,22.514,16.563,12.464,12.956,0.0447772263544762,0
211,15.436,15.617,16.759,16.743,0.2722223356008834,0
212,23.467,20.094,14.708,15.404,0.089196412483911,0
213,23.715,17.887,13.171,13.755,0.0567274184147313,0
214,23.02,21.37,16.41,17.164,0.0,0
215,23.128,17.994,13.901,14.387,0.0608276253029822,0
216,22.815,16.956,12.565,13.103,0.0220227155455452,0
217,23.496,16.913,12.156,12.782,0.0574282160614449,0
218,24.182,18.093,13.62,14.167,0.0329848450049412,0
219,22.406,19.641,16.802,17.183,0.2294013949390892,0
220,21.793,17.907,14.98,15.407,0.1436175476743702,0
221,22.286,20.814,15.777,17.501,0.0664830805543786,1
222,23.078,21.483,15.466,16.802,0.0961509230324909,0
223,23.027,17.291,13.568,14.036,0.0406078810084939,0
224,21.64,15.586,11.862,12.302,0.0393954312071844,0
225,23.519,16.446,11.552,12.145,0.0233452350598575,0
226,23.622,18.049,12.742,13.5,0.0446878059430086,0
227,23.876,17.262,12.814,13.452,0.1198874472161285,0
228,21.318,16.097,12.274,12.743,0.0558032257132148,0
229,23.634,17.42,13.05,13.62,0.0286006992921501,0
230,23.488,17.028,12.033,12.578,0.0367967389859482,0
231,22.063,17.853,10.069,11.087,0.0448218696620299,0
232,14.841,14.226,12.143,12.208,0.0630713881248859,0
233,21.529,14.955,10.454,10.96,0.0608276253029822,0
234,23.246,16.524,11.679,12.287,0.0702139587261678,0
235,23.403,21.483,16.174,16.938,0.1056834897228512,0
236,23.373,16.995,12.382,12.942,0.0638122245341752,0
237,22.174,16.276,12.406,12.923,0.0286006992921501,0
238,21.736,18.403,15.298,15.666,0.1004489920307814,0
239,20.177,14.657,10.888,11.31,0.0436806593356831,0
240,23.057,17.454,13.826,14.315,0.0414004830889689,0
241,18.176,15.357,12.637,12.82,0.0304138126514911,0
242,23.793,17.268,13.133,13.664,0.0108166538263919,0
243,19.395,18.571,15.735,16.553,0.0,0
244,19.064,17.064,14.417,14.58,0.0378021163428715,0
245,23.475,16.561,11.98,12.506,0.0260768096208105,0
246,23.147,20.45,15.673,16.389,0.0,0
247,20.45,19.863,14.897,15.981,0.0626817357768592,0
248,19.155,13.333,9.167,9.812,0.2578933888256928,0
249,21.883,16.029,11.782,12.328,0.0640780773744031,0
250,24.016,17.807,14.18,14.651,0.064202803677098,0
251,19.651,16.029,12.636,13.068,0.3286715685908959,1
252,24.101,17.062,12.24,12.827,0.0378021163428715,0
253,19.223,13.313,9.389,9.908,0.0758946638440411,0
254,23.397,16.826,12.992,13.502,0.0565862174031804,0
255,23.836,17.29,10.352,11.332,0.0120415945787922,0
256,21.571,15.463,11.502,11.953,0.1828879438344693,0
257,22.274,15.816,11.046,11.637,0.0615548535860495,0
258,21.866,15.588,10.679,11.256,0.0354682957019364,0
259,22.581,16.624,12.462,13.004,0.0468721665810318,0
260,21.78,20.189,14.817,15.818,0.0172046505340852,0
261,23.6,17.864,14.069,14.613,0.0746726188103778,0
262,22.764,21.886,16.323,17.565,0.0,0
263,22.76,17.165,14.274,14.773,0.0389486841883008,0
264,23.578,22.506,15.75,16.252,0.03,0
265,23.109,16.184,11.659,12.227,0.0425440947723652,0
266,19.928,14.467,10.087,10.548,0.0914439719172346,0
267,23.724,17.36,12.912,13.483,0.0537587202228624,0
268,22.192,15.118,10.723,11.353,0.1247878199184519,0
269,19.64,18.035,15.385,15.452,0.2022003956474863,0
270,22.721,20.524,15.311,15.967,0.1329247907653045,0
271,22.853,22.303,16.042,17.034,0.1387984149765407,0
272,23.307,20.654,13.929,14.909,0.0835284382710463,1
273,18.292,17.787,15.405,16.343,0.1307707918458858,0
274,23.021,18.117,14.292,14.84,0.0662721661031235,0
275,18.847,14.448,10.986,11.271,0.083815273071201,0
276,21.646,20.062,14.918,15.63,0.0610327780786685,0
277,19.253,16.803,14.168,14.317,0.0438406204335659,0
278,23.093,18.072,14.32,14.825,0.1821867174082677,0
279,22.768,22.027,16.246,17.534,0.1392300254973761,0
280,23.905,20.248,11.74,13.017,0.016,0
281,23.683,17.431,13.625,14.179,0.017088007490635,0
282,23.516,18.537,15.768,16.222,0.0927038294786143,0
283,22.899,15.75,11.829,12.418,0.0657419196555744,0
284,22.037,16.101,11.669,12.193,0.03,0
285,18.597,14.271,10.513,10.884,0.0736817480791545,0
286,21.784,15.75,11.901,12.414,0.0380788655293195,0
287,21.88,15.383,10.548,11.103,0.0413400532171887,0
288,23.917,17.127,13.035,13.577,0.079881161734166,0
289,23.508,20.25,14.934,15.661,0.0671192967781993,0
290,21.041,15.929,11.131,11.712,0.1901630879008857,0
291,17.702,13.448,9.94,10.301,0.046,0
292,23.607,17.006,12.793,13.33,0.058258046654518,0
293,22.689,16.87,13.102,13.59,0.0116619037896906,0
294,23.701,20.439,14.494,15.274,0.1116288493177279,0
295,21.545,20.623,16.358,17.727,0.2134595980507787,0
296,22.482,15.546,10.897,11.435,0.0305286750449474,0
297,22.796,21.095,16.004,17.134,0.1285768252835634,0
298,21.313,15.119,11.199,11.683,0.0170293863659264,0
299,19.365,15.068,11.775,12.157,0.0915259526036194,0
300,23.249,16.608,12.688,13.288,0.113652980603238,0
301,23.11,15.986,11.505,12.036,0.01,0
302,16.296,12.851,8.731,8.972,0.0923579991121505,0
303,21.835,16.479,12.354,12.857,0.0441474801092882,0
304,22.585,16.782,13.077,13.583,0.0362353418639868,0
305,23.495,18.02,14.379,14.806,0.0366878726556882,0
306,21.498,15.499,11.764,12.263,0.0440113621693307,0
307,17.337,17.092,16.426,16.599,0.0977445650662992,0
308,19.437,18.973,16.595,17.378,0.1862713075060139,0
309,19.912,19.01,16.27,16.918,0.023,0
310,22.323,17.231,13.859,14.377,0.1107880860020607,0
311,23.056,17.549,13.711,14.182,0.0625859409132754,0
312,23.051,16.144,11.098,11.718,0.0715122367151245,0
313,23.459,17.576,13.443,14.079,0.147220922426128,0
314,23.278,21.963,16.507,17.347,0.0943716058992322,0
315,22.06,15.345,11.39,11.879,0.045177427992306,0
316,23.628,18.933,9.92,11.078,0.082,0
317,23.298,16.488,12.224,12.801,0.0566038867923396,0
318,22.311,15.508,11.24,11.797,0.0456070170039655,0
319,18.565,16.164,13.52,13.645,0.1953176899310454,0
320,21.455,15.059,10.325,10.93,0.0789176786277954,0
321,23.271,17.267,13.318,13.828,0.0652150289427214,0
322,22.985,17.318,12.744,13.303,0.0728010988928051,0
323,23.387,19.092,15.672,16.259,0.2747544358149655,0
324,19.122,13.929,10.135,10.569,0.0689492567037528,0
325,22.586,17.769,13.939,14.471,0.0545893762558247,0
326,23.593,17.019,13.096,13.743,0.1582561215245716,0
327,19.514,19.105,16.719,17.423,0.105,0
328,22.015,15.134,10.046,10.595,0.0593043000127309,0
329,23.847,17.657,13.472,14.033,0.0581377674149945,0
330,22.214,15.373,11.013,11.556,0.1341230778054246,0
331,23.687,21.972,16.313,16.862,0.100687635785135,0
332,22.31,16.898,13.33,13.85,0.3607672379803909,0
333,19.207,14.562,10.928,11.402,0.0487544869729956,0
334,23.957,21.798,11.706,13.338,0.0616198020120155,0
335,23.748,19.998,12.201,13.144,0.2483384786938987,0
336,22.427,21.852,16.278,17.573,0.0,0
337,15.685,12.6,8.622,8.67,0.0,0
338,22.734,22.81,16.216,16.918,0.099,0
339,23.547,16.82,11.6,12.251,0.0281602556806574,0
340,20.426,19.503,14.62,15.254,0.0439658958739612,0
341,19.907,18.475,16.054,16.264,0.1341827112559587,1
342,18.892,16.728,11.59,12.275,0.0441021541423998,0
343,22.95,17.755,13.937,14.325,0.0909175450614456,0
344,23.716,20.503,13.977,14.8,0.0595482997238376,0
345,22.734,16.014,11.562,12.088,0.1117720895393836,0
346,18.514,14.407,10.979,11.406,0.0983514107677159,0
347,23.839,16.335,10.904,11.613,0.0690796641566821,0
348,22.58,21.699,15.884,17.02,0.0920706250657613,0
349,22.016,16.789,12.555,13.047,0.0517397332811061,0
350,23.05,17.231,11.353,12.074,0.0220227155455452,0
351,22.774,18.469,15.1,15.603,0.0457930125674212,0
352,21.768,16.767,13.227,13.666,0.0509607692249636,0
353,23.173,16.412,12.108,12.601,0.0245967477524976,0
354,23.898,22.258,16.389,17.213,0.1222497443760108,0
355,20.513,16.589,13.039,13.438,0.04522167621838,0
356,22.649,18.009,12.939,13.382,0.09027181176868,0
357,23.679,17.408,12.924,13.453,0.0835224520712844,0
358,23.604,17.248,13.644,14.062,0.0895377015563834,0
359,20.816,15.717,11.857,12.291,0.0776659513557904,0
360,22.837,17.852,14.567,14.975,0.0421900462194579,0
361,23.72,22.166,16.269,17.139,0.1654629867976521,0
362,22.28,15.903,10.961,11.413,0.1726615185847732,0
363,23.345,18.955,15.271,15.786,0.0585234995535981,0
364,19.856,18.971,15.708,16.953,0.0447213595499957,0
365,23.413,21.593,14.51,15.671,0.0889550448260243,1
366,22.447,15.412,10.126,10.766,0.0540832691319598,0
367,23.174,17.403,12.391,13.003,0.0747328575661335,0
368,22.19,19.989,12.255,13.516,0.0982903861015918,0
369,23.685,17.134,12.398,13.019,0.1024890238025516,0
370,22.236,15.911,10.497,11.161,0.0544058820349417,0
371,23.296,17.071,12.352,13.06,0.0128062484748656,0
372,23.724,17.269,12.949,13.499,0.1049952379872535,0
373,22.77,19.73,9.607,11.268,0.0928008620649614,0
374,22.448,15.946,12.0,12.596,0.0646606526413088,0
375,21.81,14.971,10.812,11.284,0.1165589979366672,0
376,22.902,17.707,13.79,14.237,0.0578705451849211,0
377,20.675,18.588,12.676,13.488,0.0585234995535981,0
378,22.417,16.478,11.863,12.417,0.0757429864739963,0
379,22.822,16.04,10.486,11.15,0.021,0
380,22.938,21.097,16.423,16.962,0.1383979768638255,0
381,22.718,16.021,12.196,12.72,0.0270185121722125,0
382,22.335,16.812,12.308,12.986,0.006,0
383,17.564,17.321,16.913,17.096,0.2129835674412465,0
384,21.396,15.407,11.102,11.694,0.1004390362359177,0
385,22.994,16.052,10.61,11.214,0.0760591874792256,0
386,23.81,20.782,15.482,16.01,0.1212641744292187,0
387,23.583,20.983,15.76,16.418,0.1914497323058979,0
388,21.852,15.702,11.645,12.16,0.0447772263544762,0
389,18.946,18.41,15.735,16.624,0.0490407993409569,0
390,17.182,13.712,10.793,11.034,0.0322024843762092,0
391,23.529,18.021,13.974,14.501,0.0676017751246222,0
392,20.359,16.516,13.436,13.815,0.0623939099592259,0
393,24.232,17.306,12.362,12.945,0.0542033209314706,0
394,23.641,16.003,10.575,11.222,0.0403112887414927,0
395,22.261,17.212,12.215,12.894,0.4094691685585131,1
396,21.104,15.296,11.204,11.752,0.0660681466366357,0
397,21.9,20.887,15.368,16.471,0.1395421083400992,0
398,22.87,18.233,14.683,15.164,0.1012373448881389,0
399,23.001,16.25,12.386,12.86,0.0354682957019364,0
400,23.272,16.323,10.789,11.488,0.1,0
401,22.428,16.619,12.438,13.028,0.1379057649266338,0
402,23.934,17.013,12.965,13.414,0.1008464178838296,0
403,14.802,14.073,11.803,11.922,0.0584636639289738,0
404,21.678,15.172,10.675,11.259,0.0586003412959344,0
405,23.1,21.169,15.703,16.686,0.1266688596301395,0
406,20.255,15.549,12.142,12.572,0.0540832691319598,0
407,21.056,15.085,8.33,9.22,0.0,0
408,22.151,15.396,11.152,11.671,0.047927027865287,0
409,18.428,13.133,8.987,9.451,0.0,0
410,23.538,21.366,15.983,17.512,0.0,0
411,22.823,16.003,11.871,12.441,0.0856154191720159,0
412,23.47,17.354,13.273,13.786,0.0475078940808788,0
413,23.329,19.054,11.993,13.074,0.1809419796509367,0
414,23.214,16.789,10.766,11.491,0.0447772263544762,0
415,23.133,16.979,12.817,13.403,0.1086830253535482,0
416,22.71,21.338,15.749,16.492,0.1378767565617932,0
417,22.566,17.484,14.385,14.809,0.0656201188660916,0
418,22.938,16.389,12.628,13.107,0.0152643375224737,0
419,19.604,14.491,10.715,11.163,0.0917877987534291,0
420,22.606,20.987,10.495,12.174,0.1317004176151313,0
421,23.065,16.469,11.194,11.829,0.0353553390593273,0
422,17.626,14.398,11.317,11.557,0.0662419806467167,0
423,20.986,15.316,11.639,12.102,0.0504479930225177,0
424,21.646,16.896,13.864,14.253,0.0246981780704569,0
425,19.464,19.014,15.055,16.004,0.0,0
426,23.946,17.779,13.94,14.498,0.0458802789878178,0
427,17.144,16.385,14.153,14.194,0.0632455532033675,0
428,21.833,15.23,11.033,11.513,0.0372155881318567,0
429,21.053,16.459,13.098,13.502,0.0113137084989847,0
430,23.177,20.567,16.07,16.439,0.1707922714879101,0
431,21.722,14.923,11.001,11.525,0.0601414998150195,0
432,21.411,15.187,10.829,11.346,0.0774919350642374,0
433,23.011,16.151,11.28,11.998,0.1130044246921331,0
434,21.139,16.249,12.356,12.881,0.078390050389064,0
435,20.405,14.263,10.182,10.639,0.122065556157337,0
436,21.005,15.869,11.493,12.025,0.0313847096529504,0
437,20.615,15.726,12.307,12.683,0.045177427992306,0
438,22.256,15.67,11.64,12.225,0.0607453701939497,0
439,21.555,15.268,11.142,11.718,0.0724499827467198,0
440,22.51,16.078,12.299,12.868,0.0756637297521077,0
441,23.936,21.065,15.707,16.584,0.2070603776679642,0
442,23.657,17.1,11.537,12.383,0.0590338885725817,0
443,23.882,16.614,10.988,11.673,0.023259406699226,0
444,22.926,17.148,12.668,13.221,0.0651459898996093,0
445,20.408,14.124,9.538,10.025,0.1253993620398445,0
446,23.292,17.05,13.334,13.823,0.0376430604494374,0
447,19.932,13.716,9.508,10.036,0.056,0
448,18.66,17.412,14.889,15.016,0.0599082632030006,0
449,23.066,16.366,11.719,12.315,0.0404474968323133,0
450,23.212,16.845,11.681,12.39,0.0540370243444251,0
451,23.443,16.807,12.462,13.037,0.0306104557300279,0
452,21.894,16.168,12.328,12.831,0.0828070045346406,0
453,23.18,16.624,13.411,13.914,0.046065171225124,0
454,19.637,17.784,13.142,13.717,0.0380131556174964,0
455,18.707,17.986,15.877,16.0,0.0671863081289633,0
456,23.772,15.869,8.185,9.184,0.002,0
457,23.587,21.413,16.407,17.177,0.0,0
458,22.742,16.735,12.959,13.447,0.0665732679083729,0
459,22.479,17.476,14.553,15.03,0.058309518948453,0
460,22.257,16.319,11.876,12.605,0.1581455026233753,0
461,22.416,21.938,15.742,17.014,0.0848645980371085,0
462,22.769,18.096,14.232,14.724,0.0932148056909416,0
463,20.981,19.042,16.175,16.403,0.0829759001156359,0
464,18.835,14.367,10.813,11.217,0.0392045915678253,0
465,22.85,16.912,12.573,13.082,0.0442944691807002,0
466,23.116,18.487,14.752,15.277,0.065299310869258,0
467,21.464,16.008,12.278,12.793,0.0358468966578698,0
468,23.055,16.63,12.806,13.358,0.0598163857149527,0
469,22.555,21.372,16.215,17.004,0.1775640729426986,0
470,23.405,17.501,13.412,13.914,0.0718052922840649,0
471,20.207,15.044,10.999,11.483,0.047169905660283,0
472,18.364,17.593,15.349,15.399,0.0621771662268392,0
473,22.985,15.473,7.492,8.317,0.0,0
474,22.863,21.376,16.084,17.298,0.0,0
475,23.469,19.779,15.273,15.872,0.0560357029044875,0
476,20.97,17.583,14.196,14.584,0.1016366075781753,1
477,22.205,17.421,14.113,14.576,0.1086324076875773,0
478,22.797,15.917,10.901,11.59,0.0781600921186765,0
479,23.294,20.809,10.448,11.963,0.1185959527134041,0
480,22.241,15.747,11.323,11.901,0.0923579991121505,0
481,17.714,16.928,14.581,14.745,0.0518652099195597,0
482,23.067,17.596,13.778,14.291,0.1136001760562016,0
483,19.506,19.081,16.232,17.074,0.1489462990476769,0
484,22.938,16.683,12.492,13.18,0.3409076121180048,0
485,21.53,15.282,11.151,11.613,0.0393954312071844,0
486,22.19,17.362,13.529,13.999,0.0354682957019364,0
487,19.084,18.241,15.999,16.64,0.0718679344353238,0
